distname,district_id,dist_grad,dist_grad_tot,dist_died,dist_ret_home_ctry,dist_college,dist_home_school,dist_rem_cps,dist_exp_no_ret,dist_enr_priv,dist_enr_non_tx_priv,dist_admin_withdrawn,dist_grad_hs_gone,dist_ged_non_tx,dist_univ_hs_dp,dist_grad_iceo_mil,dist_other_tot,dist_pregnancy,dist_med_inj,dist_crt_ord_no_ged,dist_fed_or_state_jail,dist_other,dist_drop_tot,leaver_count,enrollment_count,school_year
Westphalia ISD,073904,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,0,0.0,0.0,2023-24
Rosebud-Lott ISD,073905,50,50,0,3,0,7,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,-1,-1,2,2.0,112.0,2023-24
Bonham ISD,074903,113,113,0,3,0,18,0,0,0,8,0,0,0,0,0,29,-1,-1,-1,-1,-1,1,1.0,256.0,2023-24
Dodd City ISD,074904,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,50.0,2023-24
Ector ISD,074905,14,14,0,0,0,2,0,1,1,4,0,0,0,0,0,8,0,0,0,0,0,0,0.0,36.0,2023-24
Honey Grove ISD,074907,43,43,0,0,0,4,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,91.0,2023-24
Leonard ISD,074909,66,66,0,0,0,8,0,0,1,3,0,0,0,0,0,12,-1,-1,-1,-1,-1,3,3.0,147.0,2023-24
Savoy ISD,074911,15,15,0,1,0,9,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0.0,43.0,2023-24
Trenton ISD,074912,47,47,0,2,0,7,0,0,0,5,0,0,0,0,0,14,0,0,0,0,0,0,0.0,108.0,2023-24
Sam Rayburn ISD,074917,34,34,0,0,0,3,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0.0,77.0,2023-24
Flatonia ISD,075901,52,52,0,2,0,3,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0.0,110.0,2023-24
La Grange ISD,075902,136,136,1,2,0,12,0,0,1,5,0,0,0,0,0,21,0,0,0,0,10,10,10.0,303.0,2023-24
Schulenburg ISD,075903,44,44,0,0,0,6,0,0,1,3,0,0,0,0,0,10,0,0,0,0,0,0,0.0,98.0,2023-24
Fayetteville ISD,075906,28,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0.0,57.0,2023-24
Round Top-Carmine ISD,075908,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0.0,42.0,2023-24
Roby CISD,076903,23,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0.0,49.0,2023-24
Rotan ISD,076904,23,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,2,2.0,51.0,2023-24
Floydada Collegiate ISD,077901,42,42,0,1,0,5,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0.0,94.0,2023-24
Lockney ISD,077902,31,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,1.0,65.0,2023-24
Crowell ISD,078901,14,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0.0,31.0,2023-24
Lamar CISD,079901,"2,874","2,874",4,65,0,144,29,0,66,206,3,1,0,2,0,520,0,1,4,1,205,211,211.0,731.0,2023-24
Needville ISD,079906,262,262,0,6,0,41,0,0,5,8,1,0,0,0,0,61,-1,-1,-1,-1,-1,4,4.0,589.0,2023-24
Fort Bend ISD,079907,"6,273","6,273",12,133,4,94,3,0,146,389,2,0,4,0,0,787,0,0,2,1,443,446,446.0,1233.0,2023-24
Stafford MSD,079910,247,247,1,5,0,0,0,0,3,17,0,0,0,0,0,26,0,0,0,0,19,19,19.0,539.0,2023-24
Mount Vernon ISD,080901,103,103,0,1,0,16,0,0,0,1,0,0,0,0,0,18,-1,-1,-1,-1,-1,1,1.0,225.0,2023-24
Fairfield ISD,081902,108,108,1,3,0,11,0,1,0,9,1,0,0,0,0,26,-1,-1,-1,-1,-1,4,4.0,246.0,2023-24
Teague ISD,081904,116,116,1,2,0,8,0,0,0,10,0,0,0,0,0,21,-1,-1,-1,-1,-1,1,1.0,254.0,2023-24
Wortham ISD,081905,35,35,0,0,0,6,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0.0,77.0,2023-24
Dew ISD,081906,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0.0,1.0,2023-24
Dilley ISD,082902,66,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,1,1.0,137.0,2023-24
Pearsall ISD,082903,139,139,0,5,0,8,0,0,0,8,0,0,0,0,0,21,0,0,0,0,11,11,11.0,310.0,2023-24
Seagraves ISD,083901,38,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,1,1.0,80.0,2023-24
Loop ISD,083902,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0.0,10.0,2023-24
Seminole ISD,083903,208,208,0,13,0,29,0,0,2,19,0,0,0,0,0,63,0,0,0,0,5,5,5.0,484.0,2023-24
Odyssey Academy Inc,084802,32,32,0,0,0,5,0,0,1,7,0,0,0,0,0,13,0,0,0,0,0,0,0.0,77.0,2023-24
Ambassadors Preparatory Academy,084804,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,0,0.0,0.0,2023-24
Dickinson ISD,084901,910,910,1,11,0,74,0,0,10,66,3,0,0,0,0,165,0,0,1,1,27,29,29.0,2014.0,2023-24
Galveston ISD,084902,473,473,2,11,0,67,0,0,20,22,2,0,0,0,0,124,0,0,2,0,8,10,10.0,1080.0,2023-24
High Island ISD,084903,21,21,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0.0,48.0,2023-24
Texas City ISD,084906,516,516,2,5,0,18,0,0,6,31,0,0,0,0,0,62,1,1,3,0,158,163,163.0,1257.0,2023-24
Hitchcock ISD,084908,90,90,0,0,0,16,0,0,0,14,0,0,0,0,0,30,0,0,0,0,0,0,0.0,210.0,2023-24
Santa Fe ISD,084909,335,335,2,1,0,58,0,0,4,9,1,0,0,0,0,75,0,0,0,0,0,0,0.0,745.0,2023-24
Clear Creek ISD,084910,"3,075","3,075",5,68,1,246,0,0,32,222,1,0,0,0,0,575,0,0,3,0,15,18,18.0,593.0,2023-24
Friendswood ISD,084911,438,438,3,3,0,22,0,0,18,15,0,0,0,0,0,61,-1,-1,-1,-1,-1,1,1.0,938.0,2023-24
Post ISD,085902,41,41,0,0,0,12,0,0,0,9,0,0,0,0,0,21,0,0,0,0,0,0,0.0,103.0,2023-24
Southland ISD,085903,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0.0,13.0,2023-24
Doss Consolidated CSD,086024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-4.0,2023-24
Fredericksburg ISD,086901,251,251,0,8,0,27,0,0,4,14,0,0,0,0,0,53,-1,-1,-1,-1,-1,1,1.0,556.0,2023-24
Harper ISD,086902,45,45,0,2,0,8,0,0,1,1,0,0,0,0,0,12,0,0,0,0,0,0,0.0,102.0,2023-24
Glasscock County ISD,087901,21,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,44.0,2023-24
Goliad ISD,088902,98,98,0,0,0,11,0,0,2,6,0,0,0,0,0,19,-1,-1,-1,-1,-1,2,2.0,217.0,2023-24
Gonzales ISD,089901,201,201,0,2,0,16,0,0,2,5,2,0,0,0,0,27,0,0,0,1,14,15,15.0,444.0,2023-24
Nixon-Smiley CISD,089903,59,59,0,0,0,10,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0.0,130.0,2023-24
Waelder ISD,089905,17,17,0,0,0,6,0,0,0,2,0,0,0,0,0,8,-1,-1,-1,-1,-1,1,1.0,43.0,2023-24
Lefors ISD,090902,13,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,28.0,2023-24
McLean ISD,090903,15,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0.0,33.0,2023-24
Pampa ISD,090904,241,241,0,16,0,27,0,0,12,19,0,0,0,0,0,74,0,0,0,0,11,11,11.0,567.0,2023-24
Bells ISD,091901,67,67,0,0,0,5,0,0,0,2,0,0,0,0,0,7,-1,-1,-1,-1,-1,1,1.0,142.0,2023-24
Collinsville ISD,091902,31,31,0,1,0,2,0,0,0,5,0,0,0,0,0,8,-1,-1,-1,-1,-1,1,1.0,71.0,2023-24
Denison ISD,091903,327,327,1,5,0,39,0,0,2,63,0,0,0,0,0,110,0,0,2,0,18,20,20.0,784.0,2023-24
Howe ISD,091905,75,75,1,1,0,18,0,0,0,4,0,0,0,0,0,24,-1,-1,-1,-1,-1,2,2.0,176.0,2023-24
Sherman ISD,091906,537,537,0,11,0,75,0,0,2,43,1,0,0,0,0,132,0,0,0,0,100,100,100.0,1306.0,2023-24
Tioga ISD,091907,51,51,0,4,0,5,0,0,0,6,0,0,0,0,0,15,0,0,0,0,0,0,0.0,117.0,2023-24
Van Alstyne ISD,091908,142,142,1,3,0,12,0,0,11,13,0,0,0,1,0,41,-1,-1,-1,-1,-1,2,2.0,327.0,2023-24
Whitesboro ISD,091909,89,89,1,0,0,20,0,0,0,18,0,0,0,0,0,39,0,0,0,0,8,8,8.0,225.0,2023-24
Whitewright ISD,091910,56,56,0,0,0,5,0,0,0,5,1,0,0,0,0,11,-1,-1,-1,-1,-1,1,1.0,124.0,2023-24
Pottsboro ISD,091913,102,102,0,0,0,22,0,0,1,12,0,0,0,0,0,35,-1,-1,-1,-1,-1,2,2.0,241.0,2023-24
S and S CISD,091914,71,71,0,1,0,8,0,0,1,9,0,0,0,0,0,19,-1,-1,-1,-1,-1,3,3.0,164.0,2023-24
Gunter ISD,091917,78,78,0,2,0,9,0,0,0,7,0,0,0,0,0,18,0,0,0,0,0,0,0.0,174.0,2023-24
Tom Bean ISD,091918,44,44,0,3,0,5,0,0,0,6,0,0,0,0,0,14,0,0,0,0,0,0,0.0,102.0,2023-24
East Texas Charter Schools,092801,42,42,0,0,0,11,0,0,3,3,0,0,0,0,0,17,0,0,0,0,0,0,0.0,101.0,2023-24
Gladewater ISD,092901,104,104,1,3,0,25,0,0,0,4,0,0,0,0,0,33,-1,-1,-1,-1,-1,2,2.0,243.0,2023-24
Kilgore ISD,092902,260,260,0,11,0,43,0,0,3,16,0,0,0,0,0,73,-1,-1,-1,-1,-1,3,3.0,596.0,2023-24
Longview ISD,092903,629,629,0,5,0,41,0,0,3,39,0,0,0,0,0,88,0,0,0,0,22,22,22.0,1368.0,2023-24
Pine Tree ISD,092904,293,293,1,11,0,57,0,0,5,21,0,0,0,0,0,95,-1,-1,-1,-1,-1,1,1.0,682.0,2023-24
Sabine ISD,092906,100,100,0,1,0,22,0,0,0,4,0,0,0,0,0,27,-1,-1,-1,-1,-1,1,1.0,228.0,2023-24
Spring Hill ISD,092907,142,142,0,1,0,6,0,0,3,16,0,0,0,0,0,26,-1,-1,-1,-1,-1,2,2.0,312.0,2023-24
White Oak ISD,092908,77,77,0,2,0,9,0,0,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0.0,169.0,2023-24
Anderson-Shiro CISD,093901,65,65,0,1,0,9,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0.0,143.0,2023-24
Iola ISD,093903,34,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0.0,72.0,2023-24
Navasota ISD,093904,236,236,0,4,0,22,0,0,1,16,1,0,0,0,0,44,0,0,0,0,17,17,17.0,533.0,2023-24
Richards ISD,093905,7,7,0,1,0,3,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,20.0,2023-24
Seguin ISD,094901,517,517,2,9,0,60,0,0,32,40,1,0,0,0,0,144,0,0,0,0,69,69,69.0,1247.0,2023-24
Schertz-Cibolo-U City ISD,094902,"1,363","1,363",4,12,2,43,0,0,20,160,2,0,0,0,1,244,0,0,0,0,56,56,56.0,300.0,2023-24
Navarro ISD,094903,144,144,1,3,0,24,0,0,3,20,0,0,0,0,0,51,0,0,0,0,7,7,7.0,346.0,2023-24
Marion ISD,094904,111,111,0,3,0,19,5,0,1,6,0,0,0,0,0,34,-1,-1,-1,-1,-1,1,1.0,257.0,2023-24
Abernathy ISD,095901,60,60,0,0,0,3,0,0,1,3,0,0,0,0,0,7,0,0,0,0,0,0,0.0,127.0,2023-24
Cotton Center ISD,095902,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0.0,13.0,2023-24
Hale Center ISD,095903,35,35,0,0,0,3,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0.0,75.0,2023-24
Petersburg ISD,095904,18,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0.0,39.0,2023-24
Plainview ISD,095905,342,342,1,11,0,38,0,1,0,16,0,0,0,0,0,67,0,0,0,0,32,32,32.0,783.0,2023-24
Memphis ISD,096904,34,34,0,0,0,4,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0.0,78.0,2023-24
Turkey-Quitaque ISD,096905,21,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,44.0,2023-24
Hamilton ISD,097902,66,66,0,0,0,6,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0.0,140.0,2023-24
Hico ISD,097903,40,40,0,0,0,7,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0.0,88.0,2023-24
Gruver ISD,098901,48,48,0,1,0,2,0,0,0,4,0,0,0,0,0,7,-1,-1,-1,-1,-1,1,1.0,104.0,2023-24
Pringle-Morse CISD,098903,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,12.0,2023-24
Spearman ISD,098904,51,51,1,1,0,8,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0.0,115.0,2023-24
Chillicothe ISD,099902,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,40.0,2023-24
Quanah ISD,099903,30,30,0,0,0,8,0,0,0,4,0,0,0,0,0,12,-1,-1,-1,-1,-1,2,2.0,74.0,2023-24
Kountze ISD,100903,71,71,0,0,0,7,0,0,1,7,1,0,0,0,0,16,0,0,0,0,15,15,15.0,173.0,2023-24
Silsbee ISD,100904,185,185,0,5,0,36,0,0,2,9,0,0,0,0,0,52,0,0,0,0,12,12,12.0,434.0,2023-24
Hardin-Jefferson ISD,100905,162,162,0,2,0,10,0,0,1,14,0,0,0,1,0,28,0,0,1,0,5,6,6.0,358.0,2023-24
Lumberton ISD,100907,266,266,0,9,0,43,0,0,3,31,0,0,0,0,0,86,0,0,0,0,6,6,6.0,624.0,2023-24
West Hardin County CISD,100908,36,36,0,0,0,9,0,0,0,3,2,0,0,0,0,14,-1,-1,-1,-1,-1,3,3.0,89.0,2023-24
Ser-Ninos Charter School,101802,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,1.0,3.0,2023-24
Aristoi Classical Academy,101803,45,45,0,3,1,15,0,0,14,13,0,0,0,0,0,46,-1,-1,-1,-1,-1,2,2.0,138.0,2023-24
George I Sanchez Charter,101804,123,123,0,17,0,2,0,2,2,13,0,0,0,0,0,36,0,0,0,0,22,22,22.0,304.0,2023-24
Raul Yzaguirre Schools for Success,101806,60,60,0,7,0,4,0,0,1,4,0,0,0,0,0,16,-1,-1,-1,-1,-1,1,1.0,137.0,2023-24
Academy of Accelerated Learning,101810,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0.0,3.0,2023-24
Excel Academy,101811,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,158,158,158.0,165.0,2023-24
The Varnett Public School,101814,0,0,0,2,0,1,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0.0,7.0,2023-24
Alief Montessori Community School,101815,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,0,0.0,0.0,2023-24
Amigos Por Vida-Friends for Life,101819,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0.0,3.0,2023-24
Houston Heights HS,101821,74,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,14,14,14.0,166.0,2023-24
Houston Gateway Academy Inc,101828,89,89,0,1,0,1,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0.0,183.0,2023-24
Calvin Nelms Charter Schools,101837,37,37,0,4,0,1,0,0,1,7,0,0,0,0,0,13,0,0,0,0,0,0,0.0,87.0,2023-24
Southwest Public Schools,101838,97,97,0,2,0,2,0,0,4,5,0,0,0,0,0,13,0,0,0,0,57,57,57.0,264.0,2023-24
Comquest Academy,101842,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0.0,27.0,2023-24
YES Prep Public Schools Inc,101845,"1,448","1,448",1,9,0,3,0,7,5,32,1,0,0,0,0,58,1,1,0,1,116,119,119.0,177.0,2023-24
Harmony Public Schools-Houston,101846,291,291,0,2,0,5,0,6,6,19,0,0,0,0,0,38,0,0,0,0,0,0,0.0,620.0,2023-24
Beatrice Mayes Institute Charter,101847,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0.0,1.0,2023-24
Accelerated Int Academy,101849,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,0,0.0,0.0,2023-24
Bakerripley Community Schools,101853,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0.0,1.0,2023-24
Meyerpark Charter,101855,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,0,0.0,0.0,2023-24
Draw Academy,101856,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0.0,1.0,2023-24
Harmony Public Schools-Houston,101858,215,215,0,2,0,10,0,1,8,11,3,0,0,0,0,35,0,0,0,0,0,0,0.0,465.0,2023-24
STEP Charter School,101859,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,2,2.0,3.0,2023-24
The Rhodes School for Performing,101861,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,2.0,2023-24
Harmony Public Schools-Houston,101862,300,300,1,12,0,5,0,3,8,20,0,0,0,0,0,49,0,0,0,0,0,0,0.0,649.0,2023-24
The Lawson Academy,101864,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,0,0.0,0.0,2023-24
The Pro-Vision Academy,101868,23,23,1,1,0,1,0,0,0,2,0,0,0,0,0,5,1,0,0,2,17,20,20.0,71.0,2023-24
Beta Academy,101870,32,32,0,0,0,6,0,0,2,2,0,0,0,0,0,10,0,0,0,0,0,0,0.0,74.0,2023-24
A+ Unlimited Potential,101871,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,3,3.0,6.0,2023-24
Etoile Academy Charter School,101872,0,0,0,3,0,0,0,0,2,3,0,0,0,0,0,8,-1,-1,-1,-1,-1,1,1.0,9.0,2023-24
Yellowstone College Preparatory,101873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,1.0,1.0,2023-24
Legacy School of Sport Sciences,101874,72,72,0,0,1,8,0,0,8,10,0,0,0,0,0,27,-1,-1,-1,-1,-1,1,1.0,172.0,2023-24
Reve Preparatory Charter School,101876,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,0,0.0,0.0,2023-24
Aldine ISD,101902,"3,844","3,844",11,165,0,193,3,0,11,256,0,0,1,0,0,640,0,0,0,4,785,789,789.0,1429.0,2023-24
Alief ISD,101903,"2,637","2,637",8,124,0,176,0,0,92,365,0,3,0,0,0,768,0,0,3,3,629,635,635.0,1403.0,2023-24
Channelview ISD,101905,707,707,1,15,0,7,0,0,3,42,0,0,0,0,0,68,0,1,0,0,89,90,90.0,1572.0,2023-24
Crosby ISD,101906,474,474,0,6,0,47,0,0,1,24,4,0,0,0,0,82,0,0,0,0,28,28,28.0,1058.0,2023-24
Cypress-Fairbanks ISD,101907,"8,794","8,794",14,221,0,447,0,0,117,762,0,1,1,1,0,"1,564",7,0,0,1,623,631,631.0,631.0,2023-24
Deer Park ISD,101908,967,967,2,16,0,25,0,0,5,35,1,0,0,0,0,84,0,0,0,0,48,48,48.0,2066.0,2023-24
Galena Park ISD,101910,"1,684","1,684",3,47,0,2,0,0,3,74,1,0,0,0,0,130,1,0,0,0,270,271,271.0,401.0,2023-24
Goose Creek CISD,101911,"1,644","1,644",5,67,0,184,0,0,7,111,0,1,0,0,0,375,-1,-1,-1,-1,-1,1,1.0,376.0,2023-24
Houston ISD,101912,"11,447","11,447",23,565,1,649,2,0,389,"1,062",12,6,0,2,0,"2,711",27,6,2,12,"3,184","3,231",0.0,0.0,2023-24
Humble ISD,101913,"3,610","3,610",5,48,0,83,0,0,39,269,2,0,0,0,0,446,4,0,0,1,262,267,267.0,713.0,2023-24
Katy ISD,101914,"6,745","6,745",6,224,5,176,1,0,154,769,1,0,0,1,0,"1,337",0,4,8,0,143,155,155.0,155.0,2023-24
Klein ISD,101915,"4,117","4,117",9,84,0,189,0,0,56,342,2,0,0,3,0,685,0,0,0,0,303,303,303.0,988.0,2023-24
La Porte ISD,101916,501,501,1,8,0,37,0,0,2,16,0,0,0,0,0,64,0,0,0,0,15,15,15.0,1081.0,2023-24
Pasadena ISD,101917,"3,526","3,526",5,183,0,34,0,0,17,193,0,0,0,1,0,433,0,0,0,0,321,321,321.0,754.0,2023-24
Spring ISD,101919,"2,035","2,035",9,37,0,25,0,0,1,116,0,0,1,0,0,189,0,0,0,0,569,569,569.0,758.0,2023-24
Spring Branch ISD,101920,"2,274","2,274",4,122,0,27,0,0,103,150,0,1,0,1,0,408,0,0,0,3,308,311,311.0,719.0,2023-24
Tomball ISD,101921,"1,475","1,475",3,58,0,88,0,0,39,105,1,0,0,0,0,294,0,0,0,0,30,30,30.0,324.0,2023-24
Sheldon ISD,101924,856,856,1,15,0,3,0,0,1,32,4,0,0,0,0,56,0,0,0,0,91,91,91.0,1859.0,2023-24
Huffman ISD,101925,272,272,1,5,0,19,0,0,0,24,0,0,0,0,0,49,0,0,0,0,16,16,16.0,609.0,2023-24
Karnack ISD,102901,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0.0,1.0,2023-24
Marshall ISD,102902,311,311,2,2,0,26,0,0,0,25,0,0,0,0,0,55,0,0,0,0,60,60,60.0,737.0,2023-24
Waskom ISD,102903,64,64,1,0,0,5,0,0,0,8,1,0,0,0,0,15,-1,-1,-1,-1,-1,3,3.0,146.0,2023-24
Hallsville ISD,102904,"2,541","2,541",7,4,0,510,0,0,41,361,0,0,0,0,0,923,0,0,1,0,"1,202","1,203",0.0,923.0,2023-24
Harleton ISD,102905,57,57,0,0,0,6,0,0,1,1,0,0,0,0,0,8,-1,-1,-1,-1,-1,1,1.0,123.0,2023-24
Elysian Fields ISD,102906,62,62,0,0,0,5,0,0,1,11,0,0,0,0,0,17,-1,-1,-1,-1,-1,4,4.0,145.0,2023-24
Channing ISD,103901,4,4,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0.0,15.0,2023-24
Hartley ISD,103902,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0.0,35.0,2023-24
Haskell CISD,104901,32,32,0,1,0,9,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0.0,78.0,2023-24
Rule ISD,104903,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,14.0,2023-24
Paint Creek ISD,104907,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0.0,9.0,2023-24
Katherine Anne Porter School,105801,27,27,0,0,0,10,0,1,2,1,0,0,0,1,0,15,0,0,0,0,9,9,9.0,78.0,2023-24
Ki Charter,105803,8,8,1,0,0,37,0,0,9,122,0,0,0,0,0,169,0,0,0,0,124,124,124.0,309.0,2023-24
Doral Academy of Texas,105804,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,2.0,2023-24
San Marcos CISD,105902,577,577,0,11,0,96,0,0,2,35,0,0,0,0,0,144,0,0,1,0,72,73,73.0,1371.0,2023-24
Dripping Springs ISD,105904,560,560,0,11,0,26,0,0,12,63,0,0,0,1,0,113,-1,-1,-1,-1,-1,1,1.0,1234.0,2023-24
Wimberley ISD,105905,209,209,0,1,0,10,0,0,2,13,1,0,0,4,0,31,-1,-1,-1,-1,-1,2,2.0,451.0,2023-24
Hays CISD,105906,"1,771","1,771",5,50,0,58,0,0,9,81,3,0,1,0,0,207,0,0,0,0,118,118,118.0,325.0,2023-24
Canadian ISD,106901,72,72,0,0,0,8,0,0,1,5,0,0,0,0,0,14,0,0,0,0,0,0,0.0,158.0,2023-24
Athens ISD,107901,183,183,0,8,0,36,0,0,4,11,0,0,0,0,0,59,-1,-1,-1,-1,-1,3,3.0,428.0,2023-24
Brownsboro ISD,107902,182,182,0,1,0,28,2,0,6,21,0,0,0,0,0,58,-1,-1,-1,-1,-1,2,2.0,424.0,2023-24
Cross Roads ISD,107904,53,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0.0,110.0,2023-24
Eustace ISD,107905,97,97,0,1,0,35,0,0,0,9,1,0,0,0,0,46,0,0,0,0,0,0,0.0,240.0,2023-24
Malakoff ISD,107906,95,95,0,1,0,25,0,0,4,4,0,0,0,0,0,34,0,0,0,0,0,0,0.0,224.0,2023-24
Trinidad ISD,107907,6,6,0,0,0,4,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0.0,17.0,2023-24
Murchison ISD,107908,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0.0,1.0,2023-24
LaPoyner ISD,107910,41,41,0,1,0,11,0,0,1,1,0,0,0,0,0,14,0,0,0,0,0,0,0.0,96.0,2023-24
Horizon Montessori Public Schools,108802,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,5,0,0,0,0,0,0,0.0,5.0,2023-24
